epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
193,5332.84,0.01487,1.10183,1.02532,0.53813,0.32552,0.32963,0.10982,0.01663,1.42578,1.1018,0.00424,0.00424,0.00424
194,5357.69,0.01537,1.11863,1.03309,0.51966,0.31998,0.32559,0.11028,0.01666,1.40658,1.10702,0.00421,0.00421,0.00421
195,5382.62,0.01521,1.09456,1.02254,0.54067,0.32828,0.33387,0.11318,0.01657,1.42623,1.1013,0.00418,0.00418,0.00418
196,5407.35,0.01493,1.08946,1.02521,0.5351,0.3213,0.32794,0.10947,0.01674,1.43475,1.10134,0.00415,0.00415,0.00415
197,5432.85,0.01529,1.09328,1.01707,0.53635,0.32565,0.33466,0.11234,0.01677,1.43459,1.10333,0.00412,0.00412,0.00412
198,5457.98,0.01517,1.09864,1.01231,0.53521,0.32364,0.33071,0.11009,0.01687,1.46691,1.10338,0.00409,0.00409,0.00409
199,5482.91,0.0148,1.08487,1.04194,0.52093,0.32462,0.32946,0.11055,0.01672,1.44788,1.09751,0.00406,0.00406,0.00406
200,5507.83,0.0149,1.07778,1.01998,0.53433,0.32849,0.33285,0.11268,0.01662,1.42738,1.10396,0.00403,0.00403,0.00403
201,5532.72,0.01493,1.07318,1.02093,0.51194,0.32105,0.32489,0.10968,0.01696,1.47699,1.10963,0.004,0.004,0.004
202,5557.52,0.01491,1.08839,1.03975,0.53127,0.32435,0.3281,0.1107,0.01684,1.48888,1.10674,0.00397,0.00397,0.00397
203,5582.33,0.01494,1.08357,1.01437,0.54002,0.32861,0.33655,0.11341,0.01675,1.42536,1.10767,0.00394,0.00394,0.00394
204,5607.17,0.01511,1.07573,1.00902,0.52792,0.31936,0.33103,0.11136,0.0169,1.47358,1.10112,0.00391,0.00391,0.00391
205,5632.01,0.01473,1.06013,1.03397,0.53315,0.32594,0.33334,0.11314,0.01662,1.42644,1.10336,0.00388,0.00388,0.00388
206,5656.96,0.01505,1.08547,1.0173,0.5222,0.32704,0.32918,0.11029,0.01666,1.43009,1.09193,0.00385,0.00385,0.00385
207,5681.7,0.01464,1.06043,1.02301,0.53794,0.32499,0.33085,0.11067,0.01675,1.4721,1.10279,0.00382,0.00382,0.00382
208,5706.43,0.01488,1.08461,1.03727,0.53053,0.32664,0.33177,0.11308,0.01675,1.47112,1.10715,0.00379,0.00379,0.00379
209,5731.47,0.01515,1.09457,1.02291,0.52546,0.32529,0.32943,0.11095,0.01681,1.46843,1.10405,0.00376,0.00376,0.00376
210,5756.54,0.01504,1.08243,1.01262,0.51857,0.32442,0.32687,0.11075,0.01686,1.45617,1.1072,0.00373,0.00373,0.00373
211,5781.87,0.01466,1.07904,1.0329,0.53339,0.32613,0.33344,0.11248,0.01683,1.4491,1.11172,0.0037,0.0037,0.0037
212,5807.08,0.01482,1.06979,1.02217,0.53596,0.32832,0.33243,0.1112,0.01664,1.42247,1.10395,0.00367,0.00367,0.00367
213,5831.96,0.01493,1.06494,1.02152,0.53684,0.32722,0.33309,0.11225,0.01662,1.42782,1.09906,0.00364,0.00364,0.00364
214,5856.9,0.01486,1.06181,1.00999,0.54281,0.32918,0.33498,0.11319,0.01658,1.42216,1.10185,0.00361,0.00361,0.00361
215,5881.83,0.01488,1.07295,1.02019,0.54685,0.32076,0.32495,0.10951,0.01671,1.4195,1.1037,0.00358,0.00358,0.00358
216,5906.69,0.015,1.0928,1.00774,0.52192,0.32376,0.33065,0.11079,0.01662,1.42036,1.09639,0.00355,0.00355,0.00355
217,5931.7,0.01479,1.05528,1.01581,0.51645,0.31858,0.32364,0.10833,0.01711,1.51999,1.10891,0.00352,0.00352,0.00352
218,5956.46,0.01458,1.04561,1.00899,0.52735,0.32565,0.32906,0.11026,0.01669,1.41096,1.10434,0.00349,0.00349,0.00349
219,5981.37,0.01487,1.06758,1.0224,0.5284,0.32253,0.32784,0.10957,0.01682,1.46235,1.10845,0.00346,0.00346,0.00346
220,6006.26,0.01473,1.0679,1.02265,0.52102,0.31986,0.32207,0.10792,0.01691,1.45784,1.11054,0.00343,0.00343,0.00343
221,6031.15,0.0149,1.07882,1.01399,0.54118,0.32421,0.33299,0.11126,0.0168,1.43819,1.10305,0.0034,0.0034,0.0034
222,6056,0.01475,1.05715,1.0066,0.53959,0.32922,0.3387,0.11381,0.0167,1.44637,1.10465,0.00337,0.00337,0.00337
223,6080.8,0.0146,1.04219,0.9976,0.54125,0.32154,0.33491,0.11269,0.01657,1.42608,1.09898,0.00334,0.00334,0.00334
224,6105.69,0.0146,1.04875,1.00943,0.54037,0.32959,0.33287,0.11235,0.01664,1.40196,1.11052,0.00331,0.00331,0.00331
225,6130.54,0.01452,1.04896,1.00935,0.53197,0.32076,0.32875,0.10985,0.01679,1.42981,1.10427,0.00328,0.00328,0.00328
226,6155.45,0.01467,1.04354,1.00126,0.53887,0.33128,0.34156,0.11556,0.01667,1.42743,1.10372,0.00325,0.00325,0.00325
227,6180.38,0.01461,1.05309,1.01744,0.53669,0.33005,0.34188,0.11574,0.01674,1.43671,1.10666,0.00322,0.00322,0.00322
228,6205.32,0.01444,1.03796,1.00528,0.53808,0.32824,0.33639,0.11295,0.01677,1.42565,1.10874,0.00319,0.00319,0.00319
229,6230.17,0.01483,1.05887,0.99362,0.53035,0.32514,0.33386,0.11189,0.01682,1.44259,1.11297,0.00316,0.00316,0.00316
230,6255.19,0.01485,1.04371,1.01356,0.53187,0.3245,0.33182,0.1122,0.01684,1.43435,1.11548,0.00313,0.00313,0.00313
231,6280.09,0.01451,1.04914,1.0079,0.53666,0.32409,0.3297,0.1109,0.01673,1.41344,1.11288,0.0031,0.0031,0.0031
232,6305.39,0.01455,1.03811,1.00875,0.54359,0.32355,0.33335,0.11239,0.01681,1.42494,1.11198,0.00307,0.00307,0.00307
233,6330.46,0.01439,1.04133,1.00641,0.55098,0.32787,0.33744,0.1145,0.01669,1.43563,1.10895,0.00304,0.00304,0.00304
234,6355.63,0.01425,1.01494,1.00842,0.54271,0.32483,0.33212,0.11218,0.01673,1.44777,1.10598,0.00301,0.00301,0.00301
235,6380.76,0.01475,1.04238,1.00515,0.54512,0.33025,0.34073,0.11604,0.01672,1.41738,1.1113,0.00298,0.00298,0.00298
236,6405.96,0.0144,1.02751,1.01238,0.53758,0.33148,0.33746,0.11286,0.01676,1.42873,1.10772,0.00295,0.00295,0.00295
237,6431.19,0.01452,1.04241,0.99581,0.53209,0.33058,0.33464,0.11243,0.01676,1.41076,1.11728,0.00292,0.00292,0.00292
238,6456.29,0.01481,1.06844,1.01757,0.53828,0.3298,0.33656,0.11338,0.01676,1.40277,1.11305,0.00289,0.00289,0.00289
239,6481.44,0.01471,1.04815,0.9883,0.52933,0.3259,0.33691,0.11281,0.01673,1.41947,1.10907,0.00286,0.00286,0.00286
240,6506.49,0.01444,1.03252,1.01165,0.53707,0.32791,0.33308,0.11144,0.01673,1.43314,1.1123,0.00283,0.00283,0.00283
241,6531.55,0.01451,1.02996,1.00465,0.54266,0.32676,0.33982,0.11417,0.01698,1.47701,1.11499,0.0028,0.0028,0.0028
242,6556.56,0.01474,1.05236,0.9917,0.54754,0.33194,0.3439,0.11651,0.01671,1.45464,1.10902,0.00277,0.00277,0.00277
243,6581.52,0.01423,1.00747,0.98983,0.53981,0.33555,0.33977,0.11458,0.01667,1.42912,1.11553,0.00274,0.00274,0.00274
244,6606.39,0.01443,1.02527,1.0128,0.53336,0.33046,0.33602,0.11407,0.01668,1.42948,1.1093,0.00271,0.00271,0.00271
245,6631.07,0.01441,1.01861,1.00302,0.54297,0.33227,0.34476,0.1179,0.01671,1.45522,1.1102,0.00268,0.00268,0.00268
246,6656.07,0.01425,1.01134,1.0067,0.53736,0.33176,0.3442,0.11533,0.01685,1.46447,1.11224,0.00265,0.00265,0.00265
247,6680.99,0.01447,1.02249,0.98925,0.5347,0.32844,0.33787,0.11337,0.01681,1.42226,1.1199,0.00262,0.00262,0.00262
248,6706.07,0.01438,1.01837,0.99849,0.53606,0.32795,0.34022,0.11496,0.01677,1.45165,1.11548,0.00259,0.00259,0.00259
249,6731.06,0.01427,1.01158,0.99466,0.54749,0.33251,0.34564,0.11805,0.0166,1.42781,1.11366,0.00256,0.00256,0.00256
250,6755.92,0.01406,1.00233,0.99903,0.55002,0.33074,0.34706,0.11952,0.01663,1.43758,1.11319,0.00253,0.00253,0.00253
251,6781.02,0.01449,1.02802,1.00567,0.53517,0.32512,0.33484,0.11166,0.0169,1.46542,1.12024,0.0025,0.0025,0.0025
252,6805.88,0.01449,1.02098,0.98954,0.54158,0.32943,0.34257,0.11482,0.01688,1.43765,1.11372,0.00247,0.00247,0.00247
253,6830.99,0.01416,0.99652,1.00236,0.53613,0.32633,0.33542,0.1142,0.01673,1.44187,1.11286,0.00244,0.00244,0.00244
254,6856.09,0.01423,0.99577,0.98877,0.54574,0.3319,0.34404,0.11755,0.01664,1.41629,1.10904,0.00241,0.00241,0.00241
255,6881.2,0.01423,1.00253,1.00258,0.54243,0.32668,0.3389,0.11586,0.0166,1.41413,1.11079,0.00238,0.00238,0.00238
256,6906.05,0.01432,1.01886,0.99713,0.54178,0.33054,0.3412,0.11512,0.01681,1.46613,1.12347,0.00235,0.00235,0.00235
257,6931.25,0.01444,1.02088,1.01102,0.53479,0.32627,0.33577,0.11152,0.01682,1.44954,1.1166,0.00232,0.00232,0.00232
258,6956.23,0.01407,0.99926,0.99844,0.54055,0.33621,0.34828,0.11942,0.01657,1.43923,1.10959,0.00229,0.00229,0.00229
259,6981.47,0.01421,1.00199,0.98727,0.53727,0.3319,0.34197,0.11552,0.01677,1.44798,1.11691,0.00226,0.00226,0.00226
260,7006.4,0.01434,1.00792,0.99055,0.53727,0.32859,0.33976,0.11485,0.01669,1.44598,1.11846,0.00223,0.00223,0.00223
261,7031.42,0.01421,1.00935,0.98997,0.54708,0.32446,0.34175,0.11518,0.01679,1.4758,1.11315,0.0022,0.0022,0.0022
262,7056.4,0.01439,1.01485,0.98747,0.53365,0.32507,0.33526,0.1118,0.01695,1.49235,1.11598,0.00217,0.00217,0.00217
263,7081.45,0.01397,0.98442,0.98135,0.53508,0.33029,0.33647,0.11366,0.01697,1.46141,1.1232,0.00214,0.00214,0.00214
264,7106.41,0.01445,1.02328,0.99026,0.53428,0.32898,0.33802,0.11291,0.01683,1.44482,1.11881,0.00211,0.00211,0.00211
265,7131.32,0.01416,0.99878,1.00304,0.53735,0.32988,0.33914,0.1151,0.01683,1.43713,1.11783,0.00208,0.00208,0.00208
266,7156.25,0.01435,1.00999,0.97064,0.5379,0.33025,0.34035,0.11551,0.01683,1.43643,1.12108,0.00205,0.00205,0.00205
267,7181.18,0.01416,1.00835,0.99531,0.54009,0.33407,0.34695,0.11663,0.01669,1.42746,1.11275,0.00202,0.00202,0.00202
268,7206.39,0.01434,1.01274,0.99042,0.54361,0.33198,0.34544,0.11626,0.01671,1.45182,1.11441,0.00199,0.00199,0.00199
269,7231.52,0.0142,1.00721,0.98098,0.53904,0.3298,0.341,0.11529,0.01678,1.47175,1.11934,0.00196,0.00196,0.00196
270,7256.57,0.01407,0.99284,0.99033,0.53669,0.32959,0.33784,0.11497,0.01685,1.45995,1.12378,0.00193,0.00193,0.00193
271,7281.6,0.01406,1.0031,0.98178,0.53606,0.32775,0.33392,0.11251,0.01688,1.45182,1.12623,0.0019,0.0019,0.0019
272,7306.75,0.01403,0.97264,0.98524,0.54201,0.33227,0.34225,0.11577,0.01673,1.43664,1.12155,0.00187,0.00187,0.00187
273,7331.82,0.01434,1.00476,0.98765,0.54798,0.3289,0.34285,0.11621,0.01684,1.43291,1.11933,0.00184,0.00184,0.00184
274,7356.85,0.01433,1.02031,0.97507,0.53857,0.32853,0.34092,0.11507,0.01683,1.43519,1.12437,0.00181,0.00181,0.00181
275,7381.85,0.01422,1.00731,0.98496,0.53903,0.32701,0.34075,0.11518,0.01677,1.43493,1.12119,0.00178,0.00178,0.00178
276,7406.65,0.01394,0.97375,0.98013,0.53035,0.3245,0.33187,0.11071,0.01693,1.44971,1.12358,0.00175,0.00175,0.00175
277,7431.82,0.01419,0.97692,0.97487,0.53288,0.32734,0.33773,0.11459,0.01684,1.45149,1.11998,0.00172,0.00172,0.00172
278,7456.92,0.01408,0.98629,0.99074,0.53921,0.33054,0.33976,0.11568,0.01685,1.47384,1.12729,0.00169,0.00169,0.00169
279,7482.11,0.0142,0.98633,0.97339,0.54762,0.3307,0.34243,0.11608,0.01687,1.45859,1.13109,0.00166,0.00166,0.00166
280,7506.99,0.01405,0.99441,0.98273,0.54346,0.33194,0.3437,0.11657,0.01667,1.42718,1.12383,0.00163,0.00163,0.00163
281,7532.06,0.01394,0.97615,0.97985,0.54726,0.32939,0.33967,0.11464,0.01676,1.439,1.12199,0.0016,0.0016,0.0016
282,7557.09,0.01412,0.99849,0.98268,0.54162,0.33037,0.33547,0.11341,0.01684,1.4382,1.12252,0.00157,0.00157,0.00157
283,7582.36,0.01415,0.98541,0.99021,0.54643,0.33337,0.3481,0.11835,0.01677,1.41452,1.12256,0.00154,0.00154,0.00154
284,7607.76,0.01434,0.99151,0.98001,0.54219,0.33288,0.3494,0.1186,0.01679,1.41499,1.1325,0.00151,0.00151,0.00151
285,7632.57,0.01357,0.95521,0.99776,0.54782,0.33227,0.34733,0.1179,0.01672,1.43813,1.12467,0.00148,0.00148,0.00148
286,7657.58,0.01388,0.97715,0.97564,0.54444,0.33535,0.3466,0.11782,0.01671,1.43376,1.12427,0.00145,0.00145,0.00145
287,7682.8,0.01377,0.95187,0.98391,0.53966,0.3309,0.34275,0.11541,0.01686,1.47145,1.12316,0.00142,0.00142,0.00142
288,7707.88,0.01401,0.99206,0.97555,0.55048,0.32918,0.3431,0.11573,0.0168,1.44027,1.13264,0.00139,0.00139,0.00139
289,7732.83,0.01386,0.95602,0.97406,0.54635,0.33457,0.34755,0.11689,0.01681,1.43671,1.13092,0.00136,0.00136,0.00136
290,7757.66,0.01387,0.98266,0.98517,0.54413,0.33177,0.34462,0.11697,0.0168,1.43752,1.12975,0.00133,0.00133,0.00133
291,7817.89,0.01381,0.9839,0.96684,0.54271,0.32748,0.34282,0.11672,0.01687,1.4456,1.13074,0.0013,0.0013,0.0013
292,7842.79,0.0138,0.98392,0.96509,0.54194,0.32688,0.34105,0.11601,0.01687,1.45044,1.1293,0.00127,0.00127,0.00127
293,7867.45,0.01366,0.96402,0.97672,0.54289,0.32384,0.33846,0.11608,0.01686,1.44082,1.12631,0.00124,0.00124,0.00124
294,7892.29,0.01367,0.98304,0.96607,0.53724,0.32692,0.33898,0.1152,0.017,1.443,1.1281,0.00121,0.00121,0.00121
295,7917.18,0.01339,0.95209,0.96877,0.54103,0.33268,0.34798,0.11891,0.01689,1.45607,1.12613,0.00118,0.00118,0.00118
296,7942.23,0.01362,0.98369,0.96134,0.5444,0.33424,0.35128,0.11974,0.01689,1.44345,1.12795,0.00115,0.00115,0.00115
297,7966.98,0.01366,0.96582,0.96463,0.54215,0.33025,0.348,0.11881,0.01692,1.4737,1.12271,0.00112,0.00112,0.00112
298,7991.79,0.0136,0.96708,0.97034,0.54947,0.33033,0.34999,0.11819,0.01693,1.4667,1.12417,0.00109,0.00109,0.00109
299,8016.4,0.01375,0.96604,0.96556,0.54662,0.32105,0.34149,0.11503,0.01692,1.46678,1.12511,0.00106,0.00106,0.00106
300,8041.2,0.01359,0.95044,0.96238,0.54809,0.33222,0.35252,0.11944,0.01678,1.4304,1.12146,0.00103,0.00103,0.00103
